,Original ID,School,"City, State",From,To,Yrs,G,W,L,W-L%,SRS,SOS,AP,CREG,CTRN,NCAA,FF,NC,states
37,267,New Mexico State Aggies,"Las Cruces, New Mexico",1905,2020,110,2645,1564,1079,0.592,1.29,-0.31,5,19,12,25,1,0,New Mexico
38,324,Princeton Tigers,"Princeton, New Jersey",1901,2020,120,2865,1761,1103,0.615,1.38,-3.57,4,30,1,25,1,0,New Jersey
39,314,Pennsylvania Quakers,"Philadelphia, Pennsylvania",1897,2020,119,2922,1801,1120,0.617,0.16,-3,6,38,1,24,1,0,Pennsylvania
40,469,Wisconsin Badgers,"Madison, Wisconsin",1899,2020,122,2859,1635,1224,0.572,8.62,7.75,16,18,3,24,4,1,Wisconsin
41,435,Virginia Cavaliers,"Charlottesville, Virginia",1906,2020,115,2831,1655,1175,0.585,6.83,5.53,13,10,3,23,3,1,Virginia
42,441,Wake Forest Demon Deacons,"Winston-Salem, North Carolina",1906,2020,114,2804,1550,1254,0.553,8.01,6.2,17,4,5,23,1,0,North Carolina
43,458,Western Kentucky Hilltoppers,"Bowling Green, Kentucky",1922,2020,99,2747,1812,935,0.66,3.33,-0.13,11,28,19,23,1,0,Kentucky
44,106,DePaul Blue Demons,"Chicago, Illinois",1924,2020,97,2523,1483,1040,0.588,6.16,5.89,12,2,0,22,2,0,Illinois
45,128,Florida Gators,"Gainesville, Florida",1921,2020,99,2579,1451,1127,0.563,7.91,4.94,15,9,4,22,5,2,Florida
46,146,Gonzaga Bulldogs,"Spokane, Washington",1944,2020,69,2038,1336,702,0.656,3.27,-0.28,12,24,17,22,1,0,Washington
47,206,Louisiana State Fighting Tigers,"Baton Rouge, Louisiana",1909,2020,112,2779,1583,1196,0.57,5.62,4.43,13,12,1,22,4,0,Louisiana
48,398,Tennessee Volunteers,"Knoxville, Tennessee",1909,2020,111,2740,1673,1065,0.611,8.42,5.18,13,13,4,22,0,0,Tennessee
49,5,Alabama Crimson Tide,"Tuscaloosa, Alabama",1913,2020,107,2756,1693,1062,0.615,7.27,4.58,15,10,7,21,0,0,Alabama
50,96,Creighton Bluejays,"Omaha, Nebraska",1912,2020,100,2613,1586,1027,0.607,3.75,3.37,4,15,12,21,0,0,Nebraska
51,165,Houston Cougars,"Houston, Texas",1951,2020,70,2070,1247,823,0.602,5.7,2.74,9,5,6,21,5,0,Texas
52,345,Saint Joseph's Hawks,"Philadelphia, Pennsylvania",1910,2020,111,2806,1652,1154,0.589,3.86,1.84,6,20,6,21,1,0,Pennsylvania
53,427,Utah State Aggies,"Logan, Utah",1904,2020,115,2757,1630,1127,0.591,3.85,0.92,5,16,9,21,0,0,Utah
54,178,Iowa State Cyclones,"Ames, Iowa",1908,2020,113,2729,1386,1343,0.508,6.8,6.35,10,6,6,20,1,0,Iowa
55,264,Nevada-Las Vegas Rebels,"Las Vegas, Nevada",1970,2020,51,1609,1117,492,0.694,9.41,3.23,16,13,11,20,4,1,Nevada
56,325,Providence Friars,"Providence, Rhode Island",1929,2020,71,2052,1254,798,0.611,7.52,4.34,6,0,2,20,2,0,Rhode Island
57,426,University of California Golden Bears,"Berkeley, California",1908,2020,111,2835,1635,1200,0.577,7.09,6.06,5,14,0,19,3,1,California
58,37,Boston College Eagles,"Chestnut Hill, Massachusetts",1946,2020,75,2114,1156,958,0.547,3.13,3.16,8,6,2,18,0,0,Massachusetts
59,101,Dayton Flyers,"Dayton, Ohio",1904,2020,115,2794,1674,1120,0.599,6.98,3.18,7,5,2,18,1,0,Ohio
60,372,Southern California Trojans,"Los Angeles, California",1907,2020,114,2863,1641,1222,0.573,7.88,6.2,9,7,1,18,2,0,California
61,131,Florida State Seminoles,"Tallahassee, Florida",1957,2020,64,1892,1128,764,0.596,7.54,4.92,10,2,2,17,1,0,Florida
62,234,Miami (OH) RedHawks,"Oxford, Ohio",1906,2020,115,2616,1401,1215,0.536,2.15,0.94,1,18,4,17,0,0,Ohio
63,258,Murray State Racers,"Murray, Kentucky",1954,2020,67,1919,1220,699,0.636,-0.54,-3.21,2,27,16,17,0,0,Kentucky
64,311,Oregon State Beavers,"Corvallis, Oregon",1902,2020,119,3131,1778,1353,0.568,6.13,5.53,8,12,0,17,2,0,Oregon
65,387,Stanford Cardinal,"Stanford, California",1914,2020,105,2724,1549,1175,0.569,7.89,6.09,10,11,1,17,2,1,California
66,406,Texas Tech Red Raiders,"Lubbock, Texas",1926,2020,92,2481,1392,1089,0.561,4.35,2.6,6,13,5,17,1,0,Texas
67,409,Texas-El Paso Miners,"El Paso, Texas",1923,2020,92,2370,1352,1018,0.57,2.75,0.71,4,11,5,17,1,1,Texas
68,436,Virginia Commonwealth Rams,"Richmond, Virginia",1974,2020,47,1448,936,512,0.646,5.26,0.68,3,11,9,17,1,0,Virginia
69,447,Washington Huskies,"Seattle, Washington",1896,2020,119,3015,1812,1203,0.601,7.5,6.03,8,12,3,17,1,0,Washington
70,14,Arizona State Sun Devils,"Tempe, Arizona",1912,2020,105,2570,1368,1202,0.532,4.94,3.91,7,8,0,16,0,0,Arizona
71,48,Butler Bulldogs,"Indianapolis, Indiana",1897,2020,122,2773,1619,1154,0.584,1.87,3.14,7,13,7,16,2,0,Indiana
72,144,Georgia Tech Yellow Jackets,"Atlanta, Georgia",1920,2020,101,2626,1383,1243,0.527,5.57,5.15,8,3,4,16,2,0,Georgia
73,310,Oregon Ducks,"Eugene, Oregon",1903,2020,115,3062,1691,1371,0.552,6.06,5.8,5,6,5,16,2,1,Oregon
74,353,San Francisco Dons,"San Francisco, California",1924,2020,93,2431,1408,1023,0.579,2.37,0.63,9,15,1,16,3,2,California
75,418,Tulsa Golden Hurricane,"Tulsa, Oklahoma",1914,2020,107,2639,1471,1168,0.557,5.07,3.2,5,10,6,16,0,0,Oklahoma
76,450,Weber State Wildcats,"Ogden, Utah",1964,2020,57,1680,1051,629,0.626,0.22,-2.58,1,22,10,16,0,0,Utah
77,7,Alabama-Birmingham Blazers,"Birmingham, Alabama",1980,2020,41,1320,820,500,0.621,6.37,2.62,2,7,5,15,0,0,Alabama
78,266,New Mexico Lobos,"Albuquerque, New Mexico",1900,2020,114,2617,1516,1101,0.579,3.99,2.21,11,12,6,15,0,0,New Mexico
79,432,Vanderbilt Commodores,"Nashville, Tennessee",1901,2020,118,2804,1617,1187,0.577,8.27,4.94,11,3,3,15,0,0,Tennessee
80,464,Wichita State Shockers,"Wichita, Kansas",1906,2020,113,2820,1609,1211,0.571,6.06,3.27,8,11,4,15,2,0,Kansas
81,477,Wyoming Cowboys,"Laramie, Wyoming",1905,2020,115,2754,1546,1208,0.561,2.7,2.71,4,21,3,15,1,1,Wyoming
82,86,Colorado Buffaloes,"Boulder, Colorado",1902,2020,117,2561,1338,1223,0.522,5.09,5.93,5,19,1,14,2,0,Colorado
83,100,Davidson Wildcats,"Davidson, North Carolina",1909,2020,111,2709,1477,1232,0.545,-2.97,-2.96,6,24,13,14,0,0,North Carolina
84,176,Iona Gaels,"New Rochelle, New York",1954,2020,67,1849,1035,814,0.56,-4.14,-3.57,1,11,12,14,0,0,New York
85,242,Minnesota Golden Gophers,"Minneapolis, Minnesota",1896,2020,125,2898,1663,1233,0.574,9.77,7.61,10,9,0,14,1,0,Minnesota
86,400,Texas A&M Aggies,"College Station, Texas",1913,2020,108,2729,1440,1289,0.528,2.44,2.5,4,12,2,14,0,0,Texas
87,162,Holy Cross Crusaders,"Worcester, Massachusetts",1901,2020,100,2438,1415,1023,0.58,-2.07,-3.87,6,6,7,13,2,1,Massachusetts
88,301,Ohio Bobcats,"Athens, Ohio",1908,2020,113,2717,1547,1170,0.569,0.47,-0.17,0,10,6,13,0,0,Ohio
89,315,Pepperdine Waves,"Malibu, California",1944,2020,66,1898,944,954,0.497,-2.3,0.1,1,12,3,13,0,0,California
90,360,Seton Hall Pirates,"South Orange, New Jersey",1909,2020,107,2629,1535,1093,0.584,3.64,3.59,7,3,3,13,1,0,New Jersey
91,29,Baylor Bears,"Waco, Texas",1907,2020,114,2754,1377,1377,0.5,1.63,2.57,6,5,0,12,2,0,Texas
92,80,Clemson Tigers,"Clemson, South Carolina",1912,2020,109,2667,1347,1318,0.505,5.4,4.21,6,1,1,12,0,0,South Carolina
93,141,Georgia Bulldogs,"Athens, Georgia",1906,2020,115,2768,1439,1329,0.52,3.9,4.87,5,3,3,12,1,0,Georgia
94,192,La Salle Explorers,"Philadelphia, Pennsylvania",1932,2020,89,2395,1388,1007,0.58,2.75,0.64,6,9,8,12,2,1,Pennsylvania
95,250,Montana Grizzlies,"Missoula, Montana",1912,2020,105,2667,1455,1212,0.546,-2.39,-2.64,0,13,11,12,0,0,Montana
96,307,Old Dominion Monarchs,"Norfolk, Virginia",1977,2020,44,1381,841,540,0.609,3.27,-0.08,0,9,7,12,0,0,Virginia
97,351,San Diego State Aztecs,"San Diego, California",1971,2020,50,1509,827,682,0.548,3.61,3.33,3,8,7,12,0,0,California
98,376,Southern Methodist Mustangs,"Dallas, Texas",1917,2020,104,2601,1365,1236,0.525,2.51,1.82,5,15,3,12,1,0,Texas
99,72,Charlotte 49ers,"Charlotte, North Carolina",1973,2020,48,1428,783,645,0.548,3.4,2.04,2,6,5,11,1,0,North Carolina
100,73,Chattanooga Mocs,"Chattanooga, Tennessee",1978,2020,43,1325,795,530,0.6,-2.49,-3.62,1,19,11,11,0,0,Tennessee
101,139,George Washington Colonials,"Washington, D.C.",1913,2020,103,2532,1361,1171,0.538,0.25,-0.1,3,7,5,11,0,0,D.C.
102,244,Mississippi State Bulldogs,"Mississippi State, Mississippi",1909,2020,108,2654,1445,1209,0.544,4.18,4.34,11,12,5,11,1,0,Mississippi
103,260,Navy Midshipmen,"Annapolis, Maryland",1908,2020,113,2490,1409,1081,0.566,-4.96,-4.03,1,8,6,11,0,0,Maryland
104,304,Oklahoma City Chiefs,"Oklahoma City, Oklahoma",1951,1985,35,948,530,418,0.559,0.45,-0.93,3,0,1,11,0,0,Oklahoma
105,355,Santa Clara Broncos,"Santa Clara, California",1909,2020,111,2634,1509,1125,0.573,1.35,0.55,2,11,2,11,1,0,California
106,359,Seattle Redhawks,"Seattle, Washington",1953,2020,38,1065,626,439,0.588,1.05,-1.24,5,0,0,11,1,0,Washington
107,438,Virginia Tech Hokies,"Blacksburg, Virginia",1909,2020,112,2716,1480,1236,0.545,3.79,1.51,2,2,1,11,0,0,Virginia
108,21,Auburn Tigers,"Auburn, Alabama",1906,2020,114,2599,1389,1209,0.535,5.54,4.17,7,4,2,10,1,0,Alabama
109,89,Colorado State Rams,"Fort Collins, Colorado",1902,2020,116,2570,1286,1284,0.5,2.7,2.37,0,6,1,10,0,0,Colorado
110,116,East Tennessee State Buccaneers,"Johnson City, Tennessee",1959,2020,62,1776,977,799,0.55,-4.11,-3.49,1,10,9,10,0,0,Tennessee
111,205,Louisiana Ragin' Cajuns,"Lafayette, Louisiana",1972,2020,49,1424,825,599,0.579,0.64,-1.11,2,10,7,10,0,0,Louisiana
112,233,Miami (FL) Hurricanes,"Coral Gables, Florida",1949,2020,57,1643,939,704,0.572,3.2,3.39,7,2,1,10,0,0,Florida
113,276,North Carolina A&T Aggies,"Greensboro, North Carolina",1974,2020,47,1385,673,712,0.486,-12.67,-9.79,0,11,14,10,0,0,North Carolina
114,332,Rhode Island Rams,"Kingston, Rhode Island",1904,2020,114,2680,1535,1145,0.573,-1.1,-0.65,0,15,2,10,0,0,Rhode Island
115,346,Saint Louis Billikens,"St. Louis, Missouri",1916,2020,104,2685,1454,1231,0.542,5.01,3.97,10,7,3,10,0,0,Missouri
116,347,Saint Mary's (CA) Gaels,"Moraga, California",1910,2020,111,2614,1367,1247,0.523,-1.01,0.3,4,7,4,10,0,0,California
117,373,Southern Illinois Salukis,"Carbondale, Illinois",1968,2020,53,1581,878,703,0.555,2.73,2.11,1,9,5,10,0,0,Illinois
118,468,Winthrop Eagles,"Rock Hill, South Carolina",1987,2020,34,1028,559,469,0.544,-7.58,-6.79,1,9,11,10,0,0,South Carolina
119,40,Bradley Braves,"Peoria, Illinois",1903,2020,116,2905,1692,1213,0.582,4.69,2.96,12,7,3,9,2,0,Illinois
120,52,Cal State Long Beach 49ers,"Long Beach, California",1970,2020,51,1527,826,701,0.541,1.01,1.23,5,14,5,9,0,0,California
121,226,Massachusetts Minutemen,"Amherst, Massachusetts",1926,2020,61,1763,959,804,0.544,0.69,-0.24,5,15,5,9,1,0,Massachusetts
122,237,Middle Tennessee Blue Raiders,"Murfreesboro, Tennessee",1959,2020,62,1769,976,793,0.552,-3.95,-2.83,0,11,7,9,0,0,Tennessee
123,243,Mississippi Rebels,"University, Mississippi",1909,2020,110,2662,1328,1332,0.499,2.51,4.37,2,3,2,9,0,0,Mississippi
124,263,Nevada Wolf Pack,"Reno, Nevada",1913,2020,65,1727,973,754,0.563,0.4,1.2,4,12,5,9,0,0,Nevada
125,288,Northeastern Huskies,"Boston, Massachusetts",1938,2020,57,1571,824,747,0.525,-4.5,-4.26,0,13,9,9,0,0,Massachusetts
126,312,Pacific Tigers,"Stockton, California",1938,2020,70,1982,1007,975,0.508,-1.16,-0.14,1,10,5,9,0,0,California
127,313,Penn State Nittany Lions,"University Park, Pennsylvania",1897,2020,124,2695,1497,1197,0.556,2.43,2.08,2,1,1,9,1,0,Pennsylvania
128,334,Richmond Spiders,"Richmond, Virginia",1913,2020,108,2615,1397,1218,0.534,-2.17,-1.49,1,6,6,9,0,0,Virginia
129,364,South Carolina Gamecocks,"Columbia, South Carolina",1909,2020,112,2713,1444,1268,0.532,4.2,3.44,8,7,2,9,1,0,South Carolina
130,375,Southern Jaguars,"Baton Rouge, Louisiana",1978,2020,43,1279,666,613,0.521,-10.2,-10,0,8,9,9,0,0,Louisiana
131,431,Valparaiso Crusaders,"Valparaiso, Indiana",1918,2020,85,2168,1148,1020,0.53,-4.13,-1.57,0,14,10,9,0,0,Indiana
132,30,Belmont Bruins,"Nashville, Tennessee",2000,2020,21,668,441,227,0.66,1.21,-3.46,0,11,7,8,0,0,Tennessee
133,46,Bucknell Bison,"Lewisburg, Pennsylvania",1896,2020,125,2712,1463,1249,0.539,-8.24,-6.84,0,18,8,8,0,0,Pennsylvania
134,118,Eastern Kentucky Colonels,"Richmond, Kentucky",1948,2020,70,1886,922,964,0.489,-4.74,-2.66,0,7,5,8,0,0,Kentucky
135,217,Manhattan Jaspers,"Riverdale, New York",1905,2020,114,2645,1378,1267,0.521,-3.42,-2.43,0,13,5,8,0,0,New York
136,293,Northern Iowa Panthers,"Cedar Falls, Iowa",1981,2020,40,1215,646,569,0.532,1.19,1.57,1,2,6,8,0,0,Iowa
137,338,Robert Morris Colonials,"Moon Township, Pennsylvania",1977,2020,44,1318,649,669,0.492,-8.74,-6.79,0,11,8,8,0,0,Pennsylvania
138,363,South Alabama Jaguars,"Mobile, Alabama",1972,2020,49,1437,807,630,0.562,-0.86,-1.62,0,12,5,8,0,0,Alabama
139,402,Texas Christian Horned Frogs,"Fort Worth, Texas",1914,2020,107,2656,1239,1417,0.466,0.21,1.96,3,11,0,8,0,0,Texas
140,404,Texas Southern Tigers,"Houston, Texas",1978,2020,43,1285,639,646,0.497,-10.52,-8.4,0,12,8,8,0,0,Texas
141,24,Austin Peay Governors,"Clarksville, Tennessee",1964,2020,57,1640,824,816,0.502,-5.46,-3.39,1,8,5,7,0,0,Tennessee
142,27,Ball State Cardinals,"Muncie, Indiana",1972,2020,49,1443,768,675,0.532,-0.83,-0.7,1,10,7,7,0,0,Indiana
143,36,Boise State Broncos,"Boise, Idaho",1972,2020,49,1445,803,642,0.556,0.26,-0.58,0,6,5,7,0,0,Idaho
144,38,Boston University Terriers,"Boston, Massachusetts",1916,2020,94,2165,1113,1052,0.514,-6.76,-5.47,0,8,6,7,0,0,Massachusetts
145,99,Dartmouth Big Green,"Hanover, New Hampshire",1900,2020,120,2861,1319,1540,0.461,-10.83,-5.14,0,12,0,7,2,0,New Hampshire
146,203,Long Island University Sharks,"Brooklyn, New York",1929,2020,75,2020,1127,891,0.558,-9.29,-6.42,1,9,6,7,0,0,New York
147,208,Louisiana-Monroe Warhawks,"Monroe, Louisiana",1974,2020,47,1386,722,664,0.521,-4.64,-4.29,0,10,8,7,0,0,Louisiana
148,252,Morehead State Eagles,"Morehead, Kentucky",1956,2020,65,1804,896,908,0.497,-5.87,-3.52,0,9,4,7,0,0,Kentucky
149,261,Nebraska Cornhuskers,"Lincoln, Nebraska",1897,2020,124,2912,1522,1390,0.523,5.68,6.15,2,7,1,7,0,0,Nebraska
150,382,St. Bonaventure Bonnies,"St. Bonaventure, New York",1920,2020,100,2431,1381,1050,0.568,2.03,1.51,6,7,1,7,1,0,New York
151,433,Vermont Catamounts,"Burlington, Vermont",1921,2020,65,1777,950,827,0.535,-10.13,-7.14,0,10,7,7,0,0,Vermont
152,9,Alcorn State Braves,"Alcorn State, Mississippi",1978,2020,43,1275,552,723,0.433,-13.57,-8.87,0,10,6,6,0,0,Mississippi
153,108,Detroit Mercy Titans,"Detroit, Michigan",1910,2020,111,2680,1424,1256,0.531,0.09,1.09,2,2,3,6,0,0,Michigan
154,125,Fairleigh Dickinson Knights,"Teaneck, New Jersey",1968,2020,53,1494,717,777,0.48,-9.98,-6.95,0,6,6,6,0,0,New Jersey
155,134,Fresno State Bulldogs,"Fresno, California",1956,2020,53,1599,897,702,0.561,2.54,1.74,1,6,5,6,0,0,California
156,135,Furman Paladins,"Greenville, South Carolina",1920,2020,99,2522,1267,1255,0.502,-6.17,-4.16,0,6,6,6,0,0,South Carolina
157,138,George Mason Patriots,"Fairfax, Virginia",1979,2020,42,1269,681,588,0.537,-1.32,-1.56,0,4,4,6,1,0,Virginia
158,153,Hampton Pirates,"Hampton, Virginia",1996,2020,25,776,406,370,0.523,-8.91,-8.82,0,4,6,6,0,0,Virginia
159,170,Illinois State Redbirds,"Normal, Illinois",1899,2020,61,1573,939,634,0.597,3.64,1.77,0,6,4,6,0,0,Illinois
160,189,Kent State Golden Flashes,"Kent, Ohio",1914,2020,101,2435,1204,1231,0.494,-2.06,-0.33,0,9,6,6,0,0,Ohio
